subtile_id,split,size,overlap
32_458_5429_25,train,640,20
32_456_5428_83,train,640,20
32_409_5317_51,train,640,20
32_455_5427_9,train,640,20
32_414_5317_51,train,640,20
32_455_5427_14,train,640,20
32_462_5482_46,train,640,20
32_414_5317_44,train,640,20
32_457_5428_23,train,640,20
32_455_5432_34,train,640,20
32_461_5484_97,train,640,20
32_410_5316_13,train,640,20
32_459_5431_78,train,640,20
32_464_5487_96,train,640,20
32_458_5429_43,train,640,20
32_462_5480_6,train,640,20
32_458_5429_52,train,640,20
32_466_5482_2,train,640,20
32_462_5482_47,train,640,20
32_413_5317_9,train,640,20
32_458_5430_70,train,640,20
32_456_5428_64,train,640,20
32_412_5317_20,train,640,20
32_455_5427_21,train,640,20
32_461_5483_16,train,640,20
32_413_5316_54,train,640,20
32_455_5427_26,train,640,20
32_453_5431_71,train,640,20
32_453_5428_21,train,640,20
32_411_5318_59,train,640,20
32_465_5480_44,train,640,20
32_411_5318_59,train,640,20
32_466_5483_96,train,640,20
32_462_5484_76,train,640,20
32_452_5429_54,train,640,20
32_460_5427_11,train,640,20
32_411_5318_79,train,640,20
32_411_5316_6,train,640,20
32_461_5483_77,train,640,20
32_460_5483_65,train,640,20
32_413_5318_60,train,640,20
32_463_5481_92,train,640,20
32_412_5317_40,train,640,20
32_410_5317_66,train,640,20
32_452_5429_25,train,640,20
32_413_5317_70,train,640,20
32_455_5428_83,train,640,20
32_461_5482_70,train,640,20
32_417_5315_37,train,640,20
32_456_5429_42,train,640,20
32_461_5481_0,train,640,20
32_455_5427_16,train,640,20
32_455_5428_96,train,640,20
32_456_5428_74,train,640,20
32_460_5483_56,train,640,20
32_413_5319_61,train,640,20
32_462_5484_67,train,640,20
32_460_5425_17,train,640,20
32_454_5431_37,train,640,20
32_460_5481_9,train,640,20
32_410_5316_49,train,640,20
32_458_5430_12,train,640,20
32_413_5319_91,train,640,20
32_454_5429_61,train,640,20
32_458_5428_38,train,640,20
32_456_5429_75,train,640,20
32_417_5315_13,train,640,20
32_456_5428_70,train,640,20
32_458_5427_32,train,640,20
32_453_5430_0,train,640,20
32_463_5423_38,train,640,20
32_458_5431_74,train,640,20
32_412_5318_4,train,640,20
32_455_5427_51,train,640,20
32_463_5481_71,train,640,20
32_465_5484_31,train,640,20
32_417_5315_55,train,640,20
32_454_5427_43,train,640,20
32_460_5427_64,train,640,20
32_413_5319_13,train,640,20
32_454_5428_73,train,640,20
32_456_5427_65,train,640,20
32_468_5483_54,train,640,20
32_455_5432_8,train,640,20
32_464_5485_86,train,640,20
32_458_5429_4,train,640,20
32_416_5314_3,train,640,20
32_463_5481_72,train,640,20
32_412_5315_32,train,640,20
32_462_5481_37,train,640,20
32_455_5432_23,train,640,20
32_454_5428_17,train,640,20
32_460_5483_11,train,640,20
32_458_5428_63,train,640,20
32_462_5482_33,train,640,20
32_410_5316_20,train,640,20
32_463_5487_66,train,640,20
32_453_5428_28,train,640,20
32_460_5483_38,train,640,20
32_462_5480_7,train,640,20
32_415_5315_53,train,640,20
32_458_5428_23,train,640,20
32_416_5316_85,train,640,20
32_464_5484_94,train,640,20
32_411_5319_99,train,640,20
32_461_5484_79,train,640,20
32_455_5428_73,train,640,20
32_410_5317_87,train,640,20
32_410_5317_73,train,640,20
32_454_5432_38,train,640,20
32_412_5314_13,train,640,20
32_461_5481_34,train,640,20
32_461_5481_21,train,640,20
32_412_5317_10,train,640,20
32_414_5317_48,train,640,20
32_411_5317_94,train,640,20
32_414_5317_1,train,640,20
32_413_5319_94,train,640,20
32_464_5485_73,train,640,20
32_411_5317_16,train,640,20
32_411_5315_6,train,640,20
32_413_5316_9,train,640,20
32_465_5480_10,train,640,20
32_456_5427_29,train,640,20
32_455_5431_51,train,640,20
32_456_5428_76,train,640,20
32_456_5428_78,train,640,20
32_458_5429_75,train,640,20
32_461_5482_48,train,640,20
32_461_5483_43,train,640,20
32_457_5428_36,train,640,20
32_464_5422_23,train,640,20
32_457_5428_47,train,640,20
32_454_5427_14,train,640,20
32_416_5315_81,train,640,20
32_413_5315_91,train,640,20
32_466_5484_60,train,640,20
32_468_5483_41,train,640,20
32_467_5483_61,train,640,20
32_453_5428_12,train,640,20
32_456_5429_53,train,640,20
32_456_5426_4,train,640,20
32_456_5428_99,train,640,20
32_465_5480_45,train,640,20
32_452_5428_9,train,640,20
32_411_5318_99,train,640,20
32_410_5318_19,train,640,20
32_415_5315_32,train,640,20
32_411_5317_93,train,640,20
32_455_5433_59,train,640,20
32_455_5431_23,train,640,20
32_416_5316_89,train,640,20
32_456_5427_67,train,640,20
32_411_5315_7,train,640,20
32_464_5485_95,train,640,20
32_456_5426_15,train,640,20
32_466_5482_47,train,640,20
32_461_5484_89,train,640,20
32_466_5483_95,train,640,20
32_461_5483_82,train,640,20
32_455_5427_0,train,640,20
32_460_5481_10,train,640,20
32_456_5427_53,train,640,20
32_455_5428_84,train,640,20
32_456_5427_76,train,640,20
32_417_5315_14,train,640,20
32_412_5317_1,train,640,20
32_411_5316_49,train,640,20
32_460_5483_0,train,640,20
32_458_5427_41,train,640,20
32_463_5486_53,train,640,20
32_456_5427_66,train,640,20
32_462_5484_81,train,640,20
32_463_5422_18,train,640,20
32_462_5481_82,train,640,20
32_411_5315_24,train,640,20
32_461_5484_79,train,640,20
32_461_5482_67,train,640,20
32_415_5315_4,train,640,20
32_462_5482_11,train,640,20
32_461_5483_82,train,640,20
32_454_5433_77,train,640,20
32_462_5484_63,train,640,20
32_412_5317_32,train,640,20
32_460_5426_9,train,640,20
32_465_5484_12,train,640,20
32_410_5317_74,train,640,20
32_465_5482_90,train,640,20
32_454_5432_4,train,640,20
32_416_5314_4,train,640,20
32_457_5428_73,train,640,20
32_413_5315_61,train,640,20
32_413_5317_21,train,640,20
32_460_5425_65,train,640,20
32_454_5429_72,train,640,20
32_458_5431_73,train,640,20
32_453_5431_79,train,640,20
32_461_5481_2,train,640,20
32_415_5315_69,train,640,20
32_415_5315_35,train,640,20
32_458_5431_35,train,640,20
32_413_5317_24,train,640,20
32_413_5317_73,train,640,20
32_409_5315_5,train,640,20
32_462_5427_91,train,640,20
32_412_5316_80,train,640,20
32_464_5483_13,train,640,20
32_453_5427_39,train,640,20
32_454_5428_21,train,640,20
32_457_5428_7,train,640,20
32_463_5425_72,train,640,20
32_412_5318_59,train,640,20
32_463_5481_8,train,640,20
32_455_5427_10,train,640,20
32_456_5428_87,train,640,20
32_455_5428_90,train,640,20
32_462_5481_22,train,640,20
32_412_5318_99,train,640,20
32_463_5423_62,train,640,20
32_453_5428_48,train,640,20
32_465_5484_98,train,640,20
32_453_5428_24,train,640,20
32_455_5427_23,train,640,20
32_452_5429_33,train,640,20
32_454_5432_49,train,640,20
32_412_5317_96,train,640,20
32_454_5428_22,train,640,20
32_466_5484_80,train,640,20
32_465_5482_29,train,640,20
32_461_5482_82,train,640,20
32_415_5316_98,train,640,20
32_412_5318_61,train,640,20
32_461_5482_71,train,640,20
32_462_5482_83,train,640,20
32_467_5484_69,train,640,20
32_455_5433_44,train,640,20
32_459_5431_47,train,640,20
32_412_5314_28,train,640,20
32_414_5319_70,train,640,20
32_468_5483_70,train,640,20
32_417_5315_45,train,640,20
32_462_5480_13,train,640,20
32_463_5487_56,train,640,20
32_456_5429_83,train,640,20
32_452_5429_23,train,640,20
32_457_5428_28,train,640,20
32_412_5319_58,train,640,20
32_414_5317_3,train,640,20
32_458_5427_78,train,640,20
32_454_5432_59,train,640,20
32_467_5484_79,train,640,20
32_461_5482_82,train,640,20
32_455_5428_40,train,640,20
32_413_5319_79,train,640,20
32_455_5433_68,train,640,20
32_455_5427_19,train,640,20
32_413_5318_88,train,640,20
32_455_5428_81,train,640,20
32_411_5317_69,train,640,20
32_412_5317_12,train,640,20
32_465_5482_21,train,640,20
32_416_5315_30,train,640,20
32_454_5432_38,train,640,20
32_413_5317_26,train,640,20
32_466_5484_58,train,640,20
32_465_5480_33,train,640,20
32_465_5423_71,train,640,20
32_455_5432_8,train,640,20
32_458_5427_30,train,640,20
32_416_5316_89,train,640,20
32_412_5318_15,train,640,20
32_464_5422_6,train,640,20
32_458_5428_17,train,640,20
32_461_5482_68,train,640,20
32_455_5427_11,train,640,20
32_409_5315_35,train,640,20
32_463_5423_88,train,640,20
32_411_5318_85,train,640,20
32_456_5427_79,train,640,20
32_464_5484_4,train,640,20
32_461_5484_56,train,640,20
32_411_5316_30,train,640,20
32_455_5427_73,train,640,20
32_461_5482_38,train,640,20
32_462_5483_33,train,640,20
32_462_5483_86,train,640,20
32_455_5432_86,train,640,20
32_453_5428_48,train,640,20
32_416_5315_71,train,640,20
32_462_5426_46,train,640,20
32_411_5318_50,train,640,20
32_456_5428_87,train,640,20
32_460_5425_55,train,640,20
32_465_5480_11,train,640,20
32_456_5429_34,train,640,20
32_460_5427_10,train,640,20
32_413_5317_28,train,640,20
32_461_5481_10,train,640,20
32_454_5427_71,train,640,20
32_468_5483_31,train,640,20
32_414_5318_56,train,640,20
32_454_5427_18,train,640,20
32_461_5483_93,train,640,20
32_462_5483_16,train,640,20
32_456_5426_16,train,640,20
32_459_5432_83,train,640,20
32_454_5428_33,train,640,20
32_413_5319_77,train,640,20
32_413_5319_70,train,640,20
32_467_5483_53,train,640,20
32_455_5432_56,train,640,20
32_462_5482_6,train,640,20
32_413_5317_79,train,640,20
32_461_5482_38,train,640,20
32_413_5317_79,train,640,20
32_410_5316_58,train,640,20
32_410_5317_84,train,640,20
32_457_5428_63,train,640,20
32_454_5433_94,train,640,20
32_458_5428_78,train,640,20
32_467_5483_63,train,640,20
32_460_5425_35,train,640,20
32_455_5427_33,train,640,20
32_463_5422_29,train,640,20
32_413_5317_51,train,640,20
32_461_5482_66,train,640,20
32_413_5317_75,train,640,20
32_462_5482_54,train,640,20
32_455_5433_79,train,640,20
32_462_5482_90,train,640,20
32_454_5427_79,train,640,20
32_410_5316_32,train,640,20
32_457_5430_69,train,640,20
32_413_5315_74,train,640,20
32_465_5482_62,train,640,20
32_453_5427_8,train,640,20
32_461_5483_66,train,640,20
32_455_5427_94,train,640,20
32_411_5316_69,train,640,20
32_456_5429_80,train,640,20
32_411_5317_91,train,640,20
32_417_5314_14,train,640,20
32_454_5427_30,train,640,20
32_461_5482_46,train,640,20
32_464_5422_5,train,640,20
32_410_5316_33,train,640,20
32_462_5480_17,train,640,20
32_455_5432_86,train,640,20
32_461_5482_89,train,640,20
32_455_5427_77,train,640,20
32_454_5429_50,train,640,20
32_463_5425_92,train,640,20
32_455_5427_49,train,640,20
32_464_5484_33,train,640,20
32_456_5429_52,train,640,20
32_460_5425_56,train,640,20
32_466_5482_20,train,640,20
32_454_5427_48,train,640,20
32_458_5428_7,train,640,20
32_461_5483_56,train,640,20
32_454_5428_58,train,640,20
32_456_5427_41,train,640,20
32_412_5315_59,train,640,20
32_413_5317_10,train,640,20
32_458_5431_8,train,640,20
32_410_5318_38,train,640,20
32_466_5484_65,train,640,20
32_463_5481_4,train,640,20
32_467_5482_97,train,640,20
32_462_5481_87,train,640,20
32_464_5483_4,train,640,20
32_454_5430_62,train,640,20
32_411_5318_26,train,640,20
32_462_5482_3,train,640,20
32_453_5428_38,train,640,20
32_466_5484_99,train,640,20
32_456_5429_95,train,640,20
32_464_5484_65,train,640,20
32_462_5483_68,train,640,20
32_413_5318_87,train,640,20
32_467_5483_26,train,640,20
32_464_5487_76,train,640,20
32_456_5429_82,train,640,20
32_460_5425_25,train,640,20
32_467_5482_50,train,640,20
32_413_5318_77,train,640,20
32_409_5315_93,train,640,20
32_417_5315_24,train,640,20
32_452_5429_17,train,640,20
32_411_5318_73,train,640,20
32_411_5317_82,train,640,20
32_463_5423_37,train,640,20
32_461_5482_57,train,640,20
32_464_5484_53,train,640,20
32_456_5428_59,train,640,20
32_455_5428_99,train,640,20
32_457_5428_92,train,640,20
32_461_5483_61,train,640,20
32_413_5319_88,train,640,20
32_412_5319_57,train,640,20
32_464_5484_87,train,640,20
32_459_5431_55,train,640,20
32_455_5427_60,train,640,20
32_417_5315_73,train,640,20
32_453_5428_19,train,640,20
32_465_5480_82,train,640,20
32_414_5318_17,train,640,20
32_454_5430_82,train,640,20
32_411_5318_36,train,640,20
32_454_5433_85,train,640,20
32_454_5427_0,train,640,20
32_410_5317_78,train,640,20
32_460_5481_85,train,640,20
32_411_5317_19,train,640,20
32_453_5428_16,train,640,20
32_412_5314_26,train,640,20
32_415_5315_12,train,640,20
32_455_5431_43,train,640,20
32_467_5483_97,train,640,20
32_413_5315_43,train,640,20
32_414_5317_54,train,640,20
32_454_5432_37,train,640,20
32_414_5317_2,train,640,20
32_464_5484_55,train,640,20
32_460_5425_31,train,640,20
32_461_5482_13,train,640,20
32_465_5485_80,train,640,20
32_416_5315_35,train,640,20
32_410_5317_85,train,640,20
32_413_5319_64,train,640,20
32_454_5430_40,train,640,20
32_454_5427_72,train,640,20
32_416_5315_7,train,640,20
32_453_5431_21,train,640,20
32_452_5429_46,train,640,20
32_456_5427_91,train,640,20
32_452_5429_77,train,640,20
32_466_5482_7,train,640,20
32_455_5433_46,train,640,20
32_454_5428_49,train,640,20
32_464_5484_52,train,640,20
32_456_5428_68,train,640,20
32_460_5426_9,train,640,20
32_416_5315_37,train,640,20
32_464_5483_53,train,640,20
32_454_5427_21,train,640,20
32_468_5483_23,train,640,20
32_458_5431_44,train,640,20
32_464_5485_93,train,640,20
32_461_5482_9,train,640,20
32_412_5317_42,train,640,20
32_458_5429_81,train,640,20
32_458_5429_39,train,640,20
32_413_5319_12,train,640,20
32_413_5316_66,train,640,20
32_461_5482_4,train,640,20
32_465_5482_63,train,640,20
32_413_5319_40,train,640,20
32_468_5483_78,train,640,20
32_456_5426_30,train,640,20
32_455_5428_22,train,640,20
32_414_5319_97,train,640,20
32_458_5429_54,train,640,20
32_412_5314_42,train,640,20
32_413_5315_51,train,640,20
32_467_5483_2,train,640,20
32_454_5428_31,train,640,20
32_468_5483_29,train,640,20
32_460_5427_56,train,640,20
32_467_5484_59,train,640,20
32_412_5318_81,train,640,20
32_458_5430_32,train,640,20
32_464_5485_20,train,640,20
32_464_5486_25,train,640,20
32_409_5316_76,train,640,20
32_411_5316_0,train,640,20
32_410_5316_23,train,640,20
32_412_5317_73,train,640,20
32_415_5316_96,train,640,20
32_465_5482_34,train,640,20
32_465_5484_20,train,640,20
32_462_5481_94,train,640,20
32_462_5480_3,train,640,20
32_457_5430_79,train,640,20
32_461_5481_13,train,640,20
32_465_5480_32,train,640,20
32_458_5431_34,train,640,20
32_455_5427_81,train,640,20
32_458_5430_22,train,640,20
32_463_5486_14,train,640,20
32_453_5431_1,train,640,20
32_455_5433_45,train,640,20
32_458_5429_66,train,640,20
32_462_5481_12,train,640,20
32_458_5428_14,train,640,20
32_413_5319_95,train,640,20
32_456_5427_69,train,640,20
32_461_5481_24,train,640,20
32_457_5428_67,train,640,20
32_412_5317_62,train,640,20
32_454_5430_53,train,640,20
32_461_5481_14,train,640,20
32_465_5482_53,train,640,20
32_467_5482_60,train,640,20
32_411_5316_16,train,640,20
32_457_5428_27,train,640,20
32_467_5483_74,train,640,20
32_412_5314_20,train,640,20
32_455_5428_74,train,640,20
32_412_5317_95,train,640,20
32_464_5486_91,train,640,20
32_462_5483_93,train,640,20
32_453_5431_89,train,640,20
32_457_5428_80,train,640,20
32_454_5427_53,train,640,20
32_415_5317_40,train,640,20
32_412_5317_41,train,640,20
32_454_5428_20,train,640,20
32_453_5431_0,train,640,20
32_462_5481_10,train,640,20
32_410_5318_50,train,640,20
32_464_5483_52,train,640,20
32_454_5433_76,train,640,20
32_413_5315_73,train,640,20
32_411_5317_86,train,640,20
32_456_5427_50,train,640,20
32_456_5426_10,train,640,20
32_416_5315_39,train,640,20
32_458_5428_54,train,640,20
32_458_5430_91,train,640,20
32_460_5425_36,train,640,20
32_409_5317_17,train,640,20
32_464_5484_82,train,640,20
32_413_5317_87,train,640,20
32_463_5486_57,train,640,20
32_409_5315_56,train,640,20
32_453_5428_13,train,640,20
32_456_5427_61,train,640,20
32_462_5483_84,train,640,20
32_454_5428_58,train,640,20
32_457_5428_74,train,640,20
32_458_5430_80,train,640,20
32_466_5483_96,train,640,20
32_464_5483_20,train,640,20
32_409_5316_9,train,640,20
32_409_5316_46,train,640,20
32_462_5482_17,train,640,20
32_461_5483_93,train,640,20
32_456_5429_84,train,640,20
32_464_5422_14,train,640,20
32_456_5427_92,train,640,20
32_460_5425_9,train,640,20
32_454_5428_75,train,640,20
32_461_5482_2,train,640,20
32_460_5483_66,train,640,20
32_463_5422_9,train,640,20
32_415_5317_53,train,640,20
32_410_5317_93,train,640,20
32_411_5315_3,train,640,20
32_459_5431_46,train,640,20
32_462_5483_35,train,640,20
32_463_5481_91,train,640,20
32_466_5482_5,train,640,20
32_454_5428_15,train,640,20
32_465_5480_65,train,640,20
32_454_5428_1,train,640,20
32_454_5427_61,train,640,20
32_461_5482_79,train,640,20
32_462_5483_22,train,640,20
32_413_5315_53,train,640,20
32_455_5427_57,train,640,20
32_413_5319_87,train,640,20
32_458_5431_17,train,640,20
32_455_5427_2,train,640,20
32_460_5425_64,train,640,20
32_453_5431_59,train,640,20
32_411_5317_8,train,640,20
32_413_5317_95,train,640,20
32_462_5427_80,train,640,20
32_460_5483_21,train,640,20
32_460_5427_13,train,640,20
32_464_5484_14,train,640,20
32_463_5481_8,train,640,20
32_455_5427_76,train,640,20
32_461_5483_44,train,640,20
32_454_5427_59,train,640,20
32_412_5318_68,train,640,20
32_462_5481_20,train,640,20
32_464_5485_64,train,640,20
32_410_5318_62,train,640,20
32_413_5315_36,train,640,20
32_465_5482_81,train,640,20
32_416_5315_34,train,640,20
32_412_5315_52,train,640,20
32_459_5431_4,train,640,20
32_410_5317_42,train,640,20
32_454_5429_60,train,640,20
32_466_5482_69,train,640,20
32_462_5483_77,train,640,20
32_414_5318_36,train,640,20
32_461_5481_49,train,640,20
32_454_5429_10,train,640,20
32_462_5481_38,train,640,20
32_454_5429_82,train,640,20
32_453_5430_20,train,640,20
32_454_5428_69,train,640,20
32_462_5482_84,train,640,20
32_454_5433_65,train,640,20
32_455_5427_36,train,640,20
32_453_5428_34,train,640,20
32_457_5428_59,train,640,20
32_460_5427_97,train,640,20
32_409_5315_26,train,640,20
32_466_5482_46,train,640,20
32_454_5427_41,train,640,20
32_461_5483_94,train,640,20
32_466_5423_70,train,640,20
32_462_5483_95,train,640,20
32_460_5425_75,train,640,20
32_464_5483_82,train,640,20
32_462_5483_91,train,640,20
32_454_5430_72,train,640,20
32_462_5426_66,train,640,20
32_460_5483_49,train,640,20
32_462_5481_75,train,640,20
32_465_5480_41,train,640,20
32_411_5318_99,train,640,20
32_452_5429_44,train,640,20
32_457_5428_40,train,640,20
32_453_5430_29,train,640,20
32_458_5431_83,train,640,20
32_454_5428_18,train,640,20
32_416_5316_85,train,640,20
32_414_5318_45,train,640,20
32_415_5315_1,train,640,20
32_458_5430_3,train,640,20
32_454_5428_65,train,640,20
32_461_5482_81,train,640,20
32_462_5481_62,train,640,20
32_460_5481_28,train,640,20
32_461_5482_87,train,640,20
32_454_5433_81,train,640,20
32_410_5316_55,train,640,20
32_465_5480_20,train,640,20
32_415_5316_98,train,640,20
32_462_5482_28,train,640,20
32_410_5316_29,train,640,20
32_464_5484_78,train,640,20
32_412_5317_2,train,640,20
32_461_5481_23,train,640,20
32_465_5480_54,train,640,20
32_413_5319_1,train,640,20
32_465_5482_20,train,640,20
32_461_5482_64,train,640,20
32_458_5429_72,train,640,20
32_463_5423_47,train,640,20
32_414_5317_47,train,640,20
32_410_5318_25,train,640,20
32_417_5314_26,train,640,20
32_415_5315_21,train,640,20
32_455_5431_6,train,640,20
32_461_5483_87,train,640,20
32_417_5315_36,train,640,20
32_454_5433_64,train,640,20
32_460_5427_35,train,640,20
32_465_5482_96,train,640,20
32_455_5427_90,train,640,20
32_461_5483_76,train,640,20
32_415_5316_95,train,640,20
32_454_5428_47,train,640,20
32_461_5482_87,train,640,20
32_466_5482_21,train,640,20
32_468_5483_64,train,640,20
32_462_5481_68,train,640,20
32_456_5429_62,train,640,20
32_463_5425_92,train,640,20
32_414_5317_60,train,640,20
32_413_5316_17,train,640,20
32_463_5422_38,train,640,20
32_417_5315_25,train,640,20
32_466_5484_58,train,640,20
32_462_5483_82,train,640,20
32_464_5485_77,train,640,20
32_455_5428_10,train,640,20
32_462_5483_63,train,640,20
32_457_5428_46,train,640,20
32_464_5484_36,train,640,20
32_465_5480_55,train,640,20
32_461_5483_87,train,640,20
32_412_5319_39,train,640,20
32_417_5315_65,train,640,20
32_414_5318_6,train,640,20
32_411_5317_39,train,640,20
32_411_5316_58,train,640,20
32_412_5314_44,train,640,20
32_462_5481_53,train,640,20
32_416_5315_20,train,640,20
32_413_5318_0,train,640,20
32_455_5427_97,train,640,20
32_453_5428_11,train,640,20
32_454_5430_55,train,640,20
32_466_5484_87,train,640,20
32_465_5482_95,train,640,20
32_411_5318_85,train,640,20
32_461_5426_21,train,640,20
32_465_5484_80,train,640,20
32_462_5482_60,train,640,20
32_456_5427_26,train,640,20
32_411_5318_67,train,640,20
32_409_5316_85,train,640,20
32_464_5483_63,train,640,20
32_465_5480_0,train,640,20
32_461_5482_26,train,640,20
32_466_5484_55,train,640,20
32_415_5315_56,train,640,20
32_462_5481_77,train,640,20
32_458_5428_56,train,640,20
32_458_5429_56,train,640,20
32_462_5482_55,train,640,20
32_456_5429_36,train,640,20
32_416_5315_21,train,640,20
32_461_5484_89,train,640,20
32_464_5484_21,train,640,20
32_410_5316_38,train,640,20
32_461_5426_72,train,640,20
32_413_5317_77,train,640,20
32_457_5428_41,train,640,20
32_455_5427_64,train,640,20
32_463_5487_57,train,640,20
32_455_5428_95,train,640,20
32_455_5427_39,train,640,20
32_413_5316_78,train,640,20
32_461_5426_62,train,640,20
32_461_5483_6,train,640,20
32_417_5314_19,train,640,20
32_466_5484_77,train,640,20
32_455_5431_33,train,640,20
32_410_5316_43,train,640,20
32_453_5427_28,train,640,20
32_409_5316_7,train,640,20
32_458_5429_34,train,640,20
32_462_5483_79,train,640,20
32_411_5317_79,train,640,20
32_465_5485_91,train,640,20
32_414_5317_48,train,640,20
32_458_5428_3,train,640,20
32_465_5423_63,train,640,20
32_458_5431_7,train,640,20
32_455_5433_89,train,640,20
32_456_5428_75,train,640,20
32_466_5484_80,train,640,20
32_467_5484_92,train,640,20
32_453_5430_50,train,640,20
32_454_5427_48,train,640,20
32_460_5427_19,train,640,20
32_455_5427_85,train,640,20
32_459_5484_88,train,640,20
32_416_5315_59,train,640,20
32_466_5482_37,train,640,20
32_415_5316_87,train,640,20
32_455_5427_44,train,640,20
32_411_5316_11,train,640,20
32_416_5315_69,train,640,20
32_458_5428_25,train,640,20
32_411_5317_8,train,640,20
32_467_5484_98,train,640,20
32_465_5480_71,train,640,20
32_461_5483_63,train,640,20
32_462_5482_5,train,640,20
32_456_5427_40,train,640,20
32_461_5482_53,train,640,20
32_452_5429_98,train,640,20
32_458_5428_22,train,640,20
32_457_5428_18,train,640,20
32_461_5481_69,train,640,20
32_463_5423_87,train,640,20
32_411_5315_9,train,640,20
32_415_5315_30,train,640,20
32_413_5319_87,train,640,20
32_462_5426_24,train,640,20
32_456_5429_65,train,640,20
32_461_5483_74,train,640,20
32_458_5427_10,train,640,20
32_413_5320_92,train,640,20
32_458_5428_32,train,640,20
32_411_5317_4,train,640,20
32_463_5486_85,train,640,20
32_455_5427_39,train,640,20
32_455_5428_78,train,640,20
32_414_5317_4,train,640,20
32_415_5315_3,train,640,20
32_454_5427_98,train,640,20
32_454_5432_24,train,640,20
32_462_5481_42,train,640,20
32_463_5486_86,train,640,20
32_413_5317_61,train,640,20
32_464_5487_75,train,640,20
32_462_5483_27,train,640,20
32_412_5315_69,train,640,20
32_454_5430_51,train,640,20
32_456_5426_0,train,640,20
32_410_5317_55,train,640,20
32_454_5428_43,train,640,20
32_416_5316_84,train,640,20
32_455_5433_47,train,640,20
32_454_5427_60,train,640,20
32_454_5430_65,train,640,20
32_454_5432_0,train,640,20
32_468_5483_35,train,640,20
32_455_5427_85,train,640,20
32_455_5427_19,train,640,20
32_410_5316_83,train,640,20
32_454_5428_88,train,640,20
32_466_5482_4,train,640,20
32_453_5427_39,train,640,20
32_417_5315_71,train,640,20
32_458_5427_64,train,640,20
32_412_5316_80,train,640,20
32_455_5427_49,train,640,20
32_459_5484_64,train,640,20
32_454_5428_3,train,640,20
32_411_5317_48,train,640,20
32_411_5318_62,train,640,20
32_463_5423_78,train,640,20
32_417_5315_2,train,640,20
32_417_5316_80,train,640,20
32_409_5316_18,train,640,20
32_462_5482_44,train,640,20
32_460_5483_46,train,640,20
32_467_5484_52,train,640,20
32_462_5482_39,train,640,20
32_458_5427_76,train,640,20
32_462_5483_12,train,640,20
32_465_5484_1,train,640,20
32_465_5482_39,train,640,20
32_459_5484_33,train,640,20
32_416_5315_22,train,640,20
32_464_5483_22,train,640,20
32_464_5483_57,train,640,20
32_414_5317_50,train,640,20
32_453_5428_15,train,640,20
32_464_5487_84,train,640,20
32_465_5484_98,train,640,20
32_455_5432_35,train,640,20
32_459_5431_5,train,640,20
32_416_5315_83,train,640,20
32_463_5486_52,train,640,20
32_458_5430_82,train,640,20
32_452_5429_98,train,640,20
32_413_5318_10,train,640,20
32_465_5480_74,train,640,20
32_454_5427_36,train,640,20
32_467_5482_31,train,640,20
32_458_5429_2,train,640,20
32_413_5317_89,train,640,20
32_456_5429_54,train,640,20
32_412_5318_47,train,640,20
32_461_5482_36,train,640,20
32_458_5428_33,train,640,20
32_456_5426_24,train,640,20
32_462_5484_80,train,640,20
32_457_5428_91,train,640,20
32_462_5481_51,train,640,20
32_463_5486_43,train,640,20
32_468_5483_21,train,640,20
32_410_5316_38,train,640,20
32_458_5428_10,train,640,20
32_415_5315_13,train,640,20
32_455_5433_75,train,640,20
32_413_5317_76,train,640,20
32_461_5483_36,train,640,20
32_457_5428_66,train,640,20
32_456_5426_32,train,640,20
32_454_5428_96,train,640,20
32_413_5317_87,train,640,20
32_462_5483_47,train,640,20
32_458_5429_57,train,640,20
32_413_5315_52,train,640,20
32_467_5484_31,train,640,20
32_414_5317_57,train,640,20
32_466_5484_61,train,640,20
32_457_5428_72,train,640,20
32_412_5319_66,train,640,20
32_467_5482_51,train,640,20
32_465_5482_73,train,640,20
32_460_5425_26,train,640,20
32_417_5315_0,train,640,20
32_454_5428_78,train,640,20
32_455_5427_22,train,640,20
32_409_5316_66,train,640,20
32_465_5480_60,train,640,20
32_454_5429_82,train,640,20
32_456_5428_95,train,640,20
32_460_5425_13,train,640,20
32_467_5482_21,train,640,20
32_417_5315_96,train,640,20
32_466_5483_30,train,640,20
32_457_5428_85,train,640,20
32_416_5315_82,train,640,20
32_464_5422_13,train,640,20
32_458_5428_65,train,640,20
32_461_5481_49,train,640,20
32_413_5315_38,train,640,20
32_459_5432_90,train,640,20
32_454_5430_52,train,640,20
32_414_5318_94,train,640,20
32_460_5483_86,train,640,20
32_454_5428_10,train,640,20
32_414_5317_59,train,640,20
32_455_5428_21,train,640,20
32_465_5480_64,train,640,20
32_456_5429_35,train,640,20
32_414_5317_0,train,640,20
32_409_5315_27,train,640,20
32_456_5428_99,train,640,20
32_462_5481_41,train,640,20
32_454_5428_16,train,640,20
32_455_5427_98,train,640,20
32_464_5484_98,train,640,20
32_467_5482_89,train,640,20
32_414_5318_75,train,640,20
32_463_5481_20,train,640,20
32_412_5318_60,train,640,20
32_461_5482_27,train,640,20
32_415_5315_43,train,640,20
32_458_5427_63,train,640,20
32_456_5429_74,train,640,20
32_412_5318_46,train,640,20
32_457_5430_59,train,640,20
32_415_5317_51,train,640,20
32_412_5317_33,train,640,20
32_465_5484_80,train,640,20
